[asn.txt]                                        2017-02-24 02:05:05Z

This file contains a list of autonomous system numbers and names of all
registered ASNs.  The column on the right below contains the ARIN
database "handle" of the technical, abuse or NOC contacts for the ASN.
Additional information may be obtained about any of the ASN contacts
in this list by querying the ARIN WHOIS server.  For questions or updates
on this information please contact the ARIN Registration Services Hostmaster
staff, HOSTMASTER@ARIN.NET.

AS Number               AS Name                                            POC Handles
 4207                    NET-INTRNET                                        DE90-ARIN (Admin), DE90-ARIN (Abuse), DE90-ARIN (Tech)
 4208                    THE-ISERV-COMPANY                                  INE-ARIN (Abuse), INE-ARIN (Tech), ISERV-ARIN (Admin)
 4209                    LACNIC-4209                                        LACNIC-ARIN (Tech), LACNIC-ARIN (Admin), LACNIC-ARIN (Abuse)
 4210                    Y                                                  SYSTE95-ARIN (Tech), SYSTE95-ARIN (Admin), SYSTE95-ARIN (Abuse), SHAW-DNS-ARIN (Tech)
 4211                    ASN-MARICOPA1                                      DHW24-ARIN (Tech), SMA362-ARIN (Admin), DHW24-ARIN (Abuse), JA117-ARIN (Tech)
 4212                    CENTURYLINK-LEGACY-EMBARQ-GRNRKS                   ESC36-ARIN (Admin), CAD54-ARIN (Abuse), ESC36-ARIN (Tech)
 4213                    VPLSNET-EAST                                       TME6-ARIN (Admin), KRYPT-ARIN (Abuse), TME68-ARIN (Tech), NETWO813-ARIN (NOC), KRYPT-ARIN (Tech), KRYPT-ARIN (NOC)
 4214-4221               DNIC-ASBLK-04214-04221                             REGIS10-ARIN (Tech), MIL-HSTMST-ARIN (Tech), MIL-HSTMST-ARIN (Admin), REGIS10-ARIN (Abuse)
 4222                    LEN-NET                                            DMM65-ARIN (Admin), DMM65-ARIN (Abuse), DMM65-ARIN (Tech)
 4223                    CONNIX                                             JH197-ARIN (Abuse), JH197-ARIN (Tech), JH197-ARIN (Admin)
 4224                    CALYX-AS                                           NM60-ARIN (Abuse), NM60-ARIN (Admin), NM60-ARIN (Tech)
 4225                    NAV-AS                                             ET28-ARIN (Admin), ET28-ARIN (Abuse), ET28-ARIN (Tech)
 4226                    ASN-PERSIS                                         JM7718-ARIN (Tech), JM7718-ARIN (Abuse), MG183-ARIN (Admin), MG183-ARIN (Tech)
 4227                    TCCGI-AS                                           BW111-ARIN (Tech), BW111-ARIN (Admin), BW111-ARIN (Abuse)
 4228                    CDFA-CA-GOV                                        PA72-ARIN (Abuse), PA72-ARIN (Tech), PA72-ARIN (Admin)
 4229                    DIRECT-NET2                                        CC173-ARIN (Abuse), CKN23-ARIN (Admin), CKN23-ARIN (Tech), WSC3-ARIN (Tech)
 4230                    LACNIC-4230                                        LACNIC-ARIN (Tech), LACNIC-ARIN (Admin), LACNIC-ARIN (Abuse)
 4231                    ASN1                                               JJB43-ARIN (Admin), JJB43-ARIN (Tech), JJB43-ARIN (Abuse)
 4232                    EDEN-AS                                            CKN23-ARIN (Tech), CKN23-ARIN (Admin), CKN23-ARIN (Abuse), KT46-ARIN (Tech)
 4233                    DWRSCADA                                           LT16-ARIN (Tech), LT16-ARIN (Abuse), LT16-ARIN (Admin)
 4234                    CT-WCC                                             RF151-ARIN (Admin), RF151-ARIN (Tech), RF151-ARIN (Abuse)
 4235                    DGS-2                                              JDW4-ARIN (Admin), JDW4-ARIN (Abuse), JDW4-ARIN (Tech)
 4236                    CITIZENS-AS                                        BP96-ARIN (Abuse), BP96-ARIN (Admin), BP96-ARIN (Tech)
 4237                    CSC-IGN-FTW                                        NELSO24-ARIN (Tech), BUCKM3-ARIN (Tech), NKS2-ARIN (Tech), LEH1-ARIN (Tech), ABDUL17-ARIN (Tech), ABDUL17-ARIN (Admin), ABUSE1164-ARIN (Abuse), GFB1-ARIN (Tech)
 4238                    TX-TREASNET                                        GC116-ARIN (Abuse), GC116-ARIN (Admin), GC116-ARIN (Tech)
 4239                    ATCW-AS                                            XCIA-ARIN (Tech), XCIA-ARIN (Admin), XCNV-ARIN (Abuse)
 4240                    NJNET-AS                                           WC58-ARIN (Admin), WC58-ARIN (Abuse), WC58-ARIN (Tech)
 4241                    CSFTB                                              MCA236-ARIN (Tech), SJE39-ARIN (Admin), MCA236-ARIN (Abuse)
 4242                    LACNIC-4242                                        LACNIC-ARIN (Tech), LACNIC-ARIN (Admin), LACNIC-ARIN (Abuse)
 4243                    WELLSFARGO-4243                                    ZW100-ARIN (NOC), ZW100-ARIN (Abuse), ZW100-ARIN (Admin), ZW100-ARIN (Tech)
 4244                    LACNIC-4244                                        LACNIC-ARIN (Tech), LACNIC-ARIN (Admin), LACNIC-ARIN (Abuse)
 4245                    ECHO-AS                                            CKN23-ARIN (Tech), CKN23-ARIN (Admin), CKN23-ARIN (Abuse), SH8-ARIN (Tech)
 4246                    NJIT-AS                                            FGA8-ARIN (Tech), PT35-ARIN (Admin), FGA8-ARIN (Abuse)
 4247                    CAPCON-AS                                          CKN23-ARIN (Tech), CKN23-ARIN (Admin), CKN23-ARIN (Abuse), JH255-ARIN (Tech)
 4248                    CYBERTRIBE                                         BB34-ARIN (Admin), BB34-ARIN (Tech), BB34-ARIN (Abuse)
 4249                    LILLY-AS                                           HENDE42-ARIN (Tech), HENDE42-ARIN (Abuse), JCS39-ARIN (Admin), AH366-ARIN (Tech)
 4250                    ALENT-ASN-1                                        ABUSE1852-ARIN (Abuse), TECH280-ARIN (Tech), ADMIN1294-ARIN (Admin)
 4251                    APNIC-4251                                         AWC12-ARIN (Abuse), AWC12-ARIN (Admin), AWC12-ARIN (Tech)
 4252                    DNIC-AS-04252                                      REGIS10-ARIN (Tech), MIL-HSTMST-ARIN (Tech), MIL-HSTMST-ARIN (Admin), REGIS10-ARIN (Abuse)
 4253                    RWJNET                                             CKN23-ARIN (Tech), GW64-ARIN (Abuse), CKN23-ARIN (Admin), MZ32-ARIN (Tech)
 4254                    DNIC-AS-04254                                      REGIS10-ARIN (Tech), REGIS10-ARIN (Admin), REGIS10-ARIN (Abuse)
 4255                    BAIN                                               BGNR-ARIN (Abuse), BGNR-ARIN (Tech), BGNR-ARIN (Admin), RN101-ARIN (Tech)
 4256                    INTERGATE-GW                                       CKN23-ARIN (Tech), CKN23-ARIN (Admin), CKN23-ARIN (Abuse)
 4257                    CYBERCASH-AS                                       RO48-ARIN (Admin), RO48-ARIN (Tech), RO48-ARIN (Abuse)
 4258                    WOLFENET                                           NET-ARIN (Tech), NOC152-ARIN (NOC), IA102-ARIN (Abuse), IA102-ARIN (Admin)
 4259                    IOCOM                                              IDK5-ARIN (Admin), IDK5-ARIN (Tech), IDK5-ARIN (Abuse)
 4260                    DCCI-AS                                            CKN23-ARIN (Admin), CKN23-ARIN (Tech), CKN23-ARIN (Abuse), JD194-ARIN (Tech)
 4261                    BLUEGRASSNET                                       CKN23-ARIN (Tech), CKN23-ARIN (Admin), TG162-ARIN (Abuse), TG41-ARIN (Tech)
 4262-4269               CERNET-ASN-BLOCK                                   PM200-ARIN (Abuse), PM200-ARIN (Tech), PM200-ARIN (Admin)
 4270                    LACNIC-4270                                        LACNIC-ARIN (Tech), LACNIC-ARIN (Admin), LACNIC-ARIN (Abuse)
 4271                    NETWORX                                            CKN23-ARIN (Tech), CKN23-ARIN (Abuse), CKN23-ARIN (Admin), KH119-ARIN (NOC), KH119-ARIN (Abuse), KH119-ARIN (Tech)
 4272                    MDN                                                CKN23-ARIN (Admin), BS65-ARIN (Abuse), CKN23-ARIN (Tech), JD71-ARIN (Tech)
 4273                    JSC-NET-ASN                                        CKN23-ARIN (Tech), CKN23-ARIN (Abuse), CKN23-ARIN (Admin), EE27-ARIN (Tech)
 4274                    APNIC-4274                                         AWC12-ARIN (Abuse), AWC12-ARIN (Admin), AWC12-ARIN (Tech)
 4275                    CLIPPER                                            AC140-ARIN (Abuse), AC140-ARIN (Admin), AC140-ARIN (Tech)
 4276                    INCH                                               ZI81-ARIN (Admin), DA157-ARIN (Tech), ZI81-ARIN (Abuse), ZI81-ARIN (Tech), ZI81-ARIN (NOC)
 4277                    SEMBLER-STPETE                                     AFA10-ARIN (Abuse), WMA16-ARIN (Abuse), CWE30-ARIN (Abuse), AFA10-ARIN (Tech), WMA16-ARIN (Tech), EA193-ARIN (Admin), CWE30-ARIN (Tech)
 4278                    IADFW                                              IAPET-ARIN (Abuse), II14-ARIN (Admin), II14-ARIN (Tech), II14-ARIN (NOC)
 4279                    INTERSOURCE                                        NA57-ARIN (Admin), NA57-ARIN (Abuse), NA57-ARIN (Tech), JN2-ORG-ARIN (Tech)
 4280                    AS4280                                             MCILR-ARIN (Admin), MCILR-ARIN (Abuse), MCILR-ARIN (Tech), MCILR-ARIN (NOC)
 4281                    CENTURYLINK-TSDS-FLWNPK                            CAD54-ARIN (Abuse), UIAA-ARIN (Admin), UIAA-ARIN (Tech), GCRC-ARIN (NOC)
 4282                    CENTURYLINK-TSDS-FLFTMY                            CAD54-ARIN (Abuse), UIAA-ARIN (Admin), UIAA-ARIN (Tech), GCRC-ARIN (NOC)
 4283                    CENTURYLINK-TSDS-LSVG                              CAD54-ARIN (Abuse), UIAA-ARIN (Admin), UIAA-ARIN (Tech), GCRC-ARIN (NOC)
 4284                    CENTURYLINK-TSDS-FLTLHS                            CAD54-ARIN (Abuse), UIAA-ARIN (Admin), UIAA-ARIN (Tech), GCRC-ARIN (NOC)
 4285                    CENTURYLINK-TSDS-NCRCMT                            CAD54-ARIN (Abuse), UIAA-ARIN (Admin), UIAA-ARIN (Tech), GCRC-ARIN (NOC)
 4286                    MCI-WORLD                                          VIS1-ARIN (Admin), SWIPP-ARIN (Tech), OA12-ARIN (NOC), ABUSE3-ARIN (Abuse)
 4287                    CENTURYLINK-TSDS-NCFYVL                            CAD54-ARIN (Abuse), UIAA-ARIN (Admin), UIAA-ARIN (Tech), GCRC-ARIN (NOC)
 4288                    CENTURYLINK-TSDS-NCJCVL                            CAD54-ARIN (Abuse), UIAA-ARIN (Admin), UIAA-ARIN (Tech), GCRC-ARIN (NOC)
 4289                    CENTURYLINK-TSDS-NCELKN                            CAD54-ARIN (Abuse), UIAA-ARIN (Admin), UIAA-ARIN (Tech), GCRC-ARIN (NOC)
 4290                    CENTURYLINK-TSDS-NCGNVL                            CAD54-ARIN (Abuse), UIAA-ARIN (Admin), UIAA-ARIN (Tech), GCRC-ARIN (NOC)
 4291                    CENTURYLINK-QC-MOE-HELENA                          CAD54-ARIN (Abuse), UIAA-ARIN (Admin), UIAA-ARIN (Tech), GCRC-ARIN (NOC)
 4292                    CENTURYLINK-QC-MOE-ROCHESTER                       CAD54-ARIN (Abuse), UIAA-ARIN (Admin), UIAA-ARIN (Tech), GCRC-ARIN (NOC)
 4293                    CENTURYLINK-QC-MOE-DULUTH                          CAD54-ARIN (Abuse), UIAA-ARIN (Admin), UIAA-ARIN (Tech), GCRC-ARIN (NOC)
 4294                    CENTURYLINK-QC-MOE-ST-CLOUD                        CAD54-ARIN (Abuse), UIAA-ARIN (Admin), UIAA-ARIN (Tech), GCRC-ARIN (NOC)
 4295                    CENTURYLINK-QC-MOE-DAVENPORT                       CAD54-ARIN (Abuse), UIAA-ARIN (Admin), UIAA-ARIN (Tech), GCRC-ARIN (NOC)
 4296                    RESERVED-IPADMIN                                   CAD54-ARIN (Abuse), UIAA-ARIN (Admin), UIAA-ARIN (Tech), GCRC-ARIN (NOC)
 4297                    RESERVED-IPADMIN                                   CAD54-ARIN (Abuse), UIAA-ARIN (Admin), UIAA-ARIN (Tech), GCRC-ARIN (NOC)
 4298                    CENTURYLINK-LEGACY-SAVVIS-MERRILL                  CAD54-ARIN (Abuse), UIAA-ARIN (Admin), UIAA-ARIN (Tech), GCRC-ARIN (NOC)
 4299-4301               JSC-NET-ASN2                                       CKN23-ARIN (Tech), CKN23-ARIN (Abuse), CKN23-ARIN (Admin), EE27-ARIN (Tech)
 4302                    DNIC-AS-04302                                      REGIS10-ARIN (Admin), REGIS10-ARIN (Abuse), REGIS10-ARIN (Tech)
 4303                    DNIC-AS-04303                                      REGIS10-ARIN (Tech), MIL-HSTMST-ARIN (Tech), MIL-HSTMST-ARIN (Admin), REGIS10-ARIN (Abuse)
 4304                    YPN-NET                                            SN48-ARIN (Admin), SN48-ARIN (Abuse), SN48-ARIN (Tech)
 4305                    PREMIER                                            BG141-ARIN (Tech), BG141-ARIN (Admin), BG141-ARIN (Abuse)
 4306                    NOVIA                                              NO22-ARIN (Admin), NO22-ARIN (Abuse), NO22-ARIN (NOC), NO22-ARIN (Tech)
 4307                    SVINET-1                                           RJG44-ARIN (NOC), RJG44-ARIN (Tech), RJG44-ARIN (Abuse), RJG44-ARIN (Admin)
 4308                    TEZCAT-ASN                                         CKN23-ARIN (Tech), CEM-ARIN (Abuse), CKN23-ARIN (Admin), JAK8-ARIN (Tech)
 4309                    FRMCO                                              ZF32-ARIN (Tech), ZF32-ARIN (Admin), ZF32-ARIN (Abuse)
 4310                    SCC-FL-EDU                                         NETWO64-ARIN (Abuse), NETWO64-ARIN (Tech), SNA9-ARIN (Admin)
 4311                    WINC                                               CKN23-ARIN (Admin), CKN23-ARIN (Abuse), CKN23-ARIN (Tech), TR85-ARIN (Tech)
 4312                    FYI                                                CKN23-ARIN (Tech), SL984-ARIN (Abuse), CKN23-ARIN (Admin), SL984-ARIN (Tech)
 4313                    XOXO-AS4313                                        XCIA-ARIN (Tech), XCIA-ARIN (Admin), XCNV-ARIN (Abuse)
 4314                    XFONE-ASN1                                         IA-ORG-ARIN (Tech), IA-ORG-ARIN (NOC), XFONE-ARIN (Abuse), IA-ORG-ARIN (Admin)
 4315                    DNIC-AS-04315                                      REGIS10-ARIN (Tech), REGIS10-ARIN (Admin), REGIS10-ARIN (Abuse)
 4316                    DSI-CUST-BLK                                       CKN23-ARIN (Tech), CKN23-ARIN (Abuse), CKN23-ARIN (Admin), TH190-ARIN (Tech)
 4317                    MLECNET                                            CLUFF-ARIN (Admin), CLUFF-ARIN (Abuse), CLUFF-ARIN (Tech), CLUFF-ARIN (NOC)
 4318                    ADC-ASN                                            HAZEN8-ARIN (NOC), HAZEN8-ARIN (Abuse), HAZEN8-ARIN (Tech), HAZEN8-ARIN (Admin)
 4319                    CORTLAND                                           ML144-ARIN (Abuse), ML144-ARIN (Tech), ML144-ARIN (NOC), ML144-ARIN (Admin)
 4320                    TASA-GW                                            BN46-ARIN (Admin), BN46-ARIN (Tech), BN46-ARIN (Abuse)
 4321                    INSINC2                                            RR57-ARIN (Abuse), RR57-ARIN (Admin), RR57-ARIN (Tech)
 4322                    EBTECH                                             CKN23-ARIN (Tech), CKN23-ARIN (Admin), CKN23-ARIN (Abuse), JW254-ARIN (Tech)
 4323                    TWTC                                               NST12-ARIN (Tech), TWTAD-ARIN (Abuse), ZT87-ARIN (Admin), TDN1-ARIN (NOC), IT65-ARIN (Tech)
 4324                    WHC-NET                                            FJW-ARIN (Tech), WAC17-ARIN (Abuse), FJW-ARIN (NOC), FJW-ARIN (Admin)
 4325                    DNIC-AS-04325                                      REGIS10-ARIN (Admin), REGIS10-ARIN (Abuse), REGIS10-ARIN (Tech)
 4326                    TNTONLINE                                          CKN23-ARIN (Admin), IT34-ARIN (Abuse), CKN23-ARIN (Tech), LC99-ARIN (Tech)
 4327                    SNA-NET                                            CKN23-ARIN (Admin), PSI-NISC-ARIN (Abuse), CKN23-ARIN (Tech), AW139-ARIN (Tech)
 4328-4351               DNIC-ASBLK-04328-04351                             REGIS10-ARIN (Tech), REGIS10-ARIN (Admin), REGIS10-ARIN (Abuse)
 4352                    APNIC-4352                                         AWC12-ARIN (Abuse), AWC12-ARIN (Admin), AWC12-ARIN (Tech)
 4353                    WNET-AS                                            SN95-ARIN (Tech), SN95-ARIN (Admin), SN95-ARIN (Abuse)
 4354                    ASN-ENOC                                           NOC11082-ARIN (Tech), NOC11082-ARIN (Admin), NOC11082-ARIN (Abuse)
